,month,tmax,tmin,prcp,city_name,ID,Name,Lat,Lon
0,1,25.18000000000001,6.267741935483871,0.016193548387096773,Aberdeen,USW00014929,Aberdeen,45.4558,-98.4131
1,2,24.024507389162565,2.5817733990147755,0.017258620689655176,Aberdeen,USW00014929,Aberdeen,45.4558,-98.4131
2,3,41.16193548387097,20.584516129032263,0.028580645161290327,Aberdeen,USW00014929,Aberdeen,45.4558,-98.4131
3,4,55.45733333333333,29.26533333333333,0.04853333333333333,Aberdeen,USW00014929,Aberdeen,45.4558,-98.4131
4,5,70.9832258064516,44.13677419354839,0.062064516129032264,Aberdeen,USW00014929,Aberdeen,45.4558,-98.4131
5,6,84.64800000000002,56.89666666666667,0.11046666666666667,Aberdeen,USW00014929,Aberdeen,45.4558,-98.4131
6,7,86.73548387096773,61.209032258064525,0.08451612903225808,Aberdeen,USW00014929,Aberdeen,45.4558,-98.4131
7,8,82.71354838709678,57.16193548387096,0.07193548387096774,Aberdeen,USW00014929,Aberdeen,45.4558,-98.4131
8,9,75.056,49.00266666666666,0.084,Aberdeen,USW00014929,Aberdeen,45.4558,-98.4131
9,10,56.406451612903226,32.4,0.07496774193548386,Aberdeen,USW00014929,Aberdeen,45.4558,-98.4131
10,11,43.09133333333333,19.806666666666672,0.021933333333333336,Aberdeen,USW00014929,Aberdeen,45.4558,-98.4131
11,12,31.33806451612903,9.873548387096774,0.021806451612903226,Aberdeen,USW00014929,Aberdeen,45.4558,-98.4131
12,1,58.46967741935483,34.20387096774193,0.0375483870967742,Abilene,USW00013962,Abilene,32.4106,-99.6822
13,1,58.46967741935483,34.20387096774193,0.0375483870967742,Abilene,USW00013962,Abilene,32.4106,-99.6822
14,2,60.261157635467995,36.62913793103449,0.05420689655172413,Abilene,USW00013962,Abilene,32.4106,-99.6822
15,2,60.261157635467995,36.62913793103449,0.05420689655172413,Abilene,USW00013962,Abilene,32.4106,-99.6822
16,3,71.4625806451613,47.42193548387096,0.05896774193548386,Abilene,USW00013962,Abilene,32.4106,-99.6822
17,3,71.4625806451613,47.42193548387096,0.05896774193548386,Abilene,USW00013962,Abilene,32.4106,-99.6822
18,4,76.5106666666667,51.04933333333334,0.08013333333333332,Abilene,USW00013962,Abilene,32.4106,-99.6822
19,4,76.5106666666667,51.04933333333334,0.08013333333333332,Abilene,USW00013962,Abilene,32.4106,-99.6822
20,5,84.97677419354838,61.47870967741936,0.1385806451612903,Abilene,USW00013962,Abilene,32.4106,-99.6822
21,5,84.97677419354838,61.47870967741936,0.1385806451612903,Abilene,USW00013962,Abilene,32.4106,-99.6822
22,6,92.36399999999999,69.26933333333334,0.098,Abilene,USW00013962,Abilene,32.4106,-99.6822
23,6,92.36399999999999,69.26933333333334,0.098,Abilene,USW00013962,Abilene,32.4106,-99.6822
24,7,95.8,72.64709677419356,0.03845161290322581,Abilene,USW00013962,Abilene,32.4106,-99.6822
25,7,95.8,72.64709677419356,0.03845161290322581,Abilene,USW00013962,Abilene,32.4106,-99.6822
26,8,95.96193548387095,72.62064516129033,0.04135483870967741,Abilene,USW00013962,Abilene,32.4106,-99.6822
27,8,95.96193548387095,72.62064516129033,0.04135483870967741,Abilene,USW00013962,Abilene,32.4106,-99.6822
28,9,88.64666666666666,65.82333333333334,0.12733333333333333,Abilene,USW00013962,Abilene,32.4106,-99.6822
29,9,88.64666666666666,65.82333333333334,0.12733333333333333,Abilene,USW00013962,Abilene,32.4106,-99.6822
30,10,78.02258064516128,53.178709677419356,0.09567741935483873,Abilene,USW00013962,Abilene,32.4106,-99.6822
31,10,78.02258064516128,53.178709677419356,0.09567741935483873,Abilene,USW00013962,Abilene,32.4106,-99.6822
32,11,68.52600000000001,43.29466666666667,0.027600000000000003,Abilene,USW00013962,Abilene,32.4106,-99.6822
33,11,68.52600000000001,43.29466666666667,0.027600000000000003,Abilene,USW00013962,Abilene,32.4106,-99.6822
34,12,62.39741935483872,37.32516129032258,0.048645161290322585,Abilene,USW00013962,Abilene,32.4106,-99.6822
35,12,62.39741935483872,37.32516129032258,0.048645161290322585,Abilene,USW00013962,Abilene,32.4106,-99.6822
36,1,57.22873865381929,35.79213745286971,0.18468908392682587,Aiken,USC00380072,Aiken,33.55,-81.6969
37,1,57.22873865381929,35.79213745286971,0.18468908392682587,Aiken,USC00380072,Aiken,33.55,-81.6969
38,2,63.46692389092391,42.46747496947497,0.17406064306064306,Aiken,USC00380072,Aiken,33.55,-81.6969
39,2,63.46692389092391,42.46747496947497,0.17406064306064306,Aiken,USC00380072,Aiken,33.55,-81.6969
40,3,68.3224440227704,44.78917493056129,0.13286837719660094,Aiken,USC00380072,Aiken,33.55,-81.6969
41,3,68.3224440227704,44.78917493056129,0.13286837719660094,Aiken,USC00380072,Aiken,33.55,-81.6969
42,4,77.73856965944273,52.91341744066047,0.11298539731682145,Aiken,USC00380072,Aiken,33.55,-81.6969
43,4,77.73856965944273,52.91341744066047,0.11298539731682145,Aiken,USC00380072,Aiken,33.55,-81.6969
44,5,87.07574884792628,62.960253456221196,0.12900921658986175,Aiken,USC00380072,Aiken,33.55,-81.6969
45,5,87.07574884792628,62.960253456221196,0.12900921658986175,Aiken,USC00380072,Aiken,33.55,-81.6969
46,6,89.50577296181629,68.56602476780185,0.22272549019607848,Aiken,USC00380072,Aiken,33.55,-81.6969
47,6,89.50577296181629,68.56602476780185,0.22272549019607848,Aiken,USC00380072,Aiken,33.55,-81.6969
48,7,92.61048858705904,72.55718732314658,0.2386934540652707,Aiken,USC00380072,Aiken,33.55,-81.6969
49,7,92.61048858705904,72.55718732314658,0.2386934540652707,Aiken,USC00380072,Aiken,33.55,-81.6969
50,8,90.72583611420096,70.91529746014092,0.14850684093437155,Aiken,USC00380072,Aiken,33.55,-81.6969
51,8,90.72583611420096,70.91529746014092,0.14850684093437155,Aiken,USC00380072,Aiken,33.55,-81.6969
52,9,89.34173424276872,67.18466527725147,0.12704338764683593,Aiken,USC00380072,Aiken,33.55,-81.6969
53,9,89.34173424276872,67.18466527725147,0.12704338764683593,Aiken,USC00380072,Aiken,33.55,-81.6969
54,10,81.93157088122607,55.32879310344828,0.08345689655172414,Aiken,USC00380072,Aiken,33.55,-81.6969
55,10,81.93157088122607,55.32879310344828,0.08345689655172414,Aiken,USC00380072,Aiken,33.55,-81.6969
56,11,66.79941833751045,45.34581035923141,0.13213431495405178,Aiken,USC00380072,Aiken,33.55,-81.6969
57,11,66.79941833751045,45.34581035923141,0.13213431495405178,Aiken,USC00380072,Aiken,33.55,-81.6969
58,12,59.417110389610386,39.408522727272725,0.1864594155844156,Aiken,USC00380072,Aiken,33.55,-81.6969
59,12,59.417110389610386,39.408522727272725,0.1864594155844156,Aiken,USC00380072,Aiken,33.55,-81.6969
60,1,37.35741935483871,23.82903225806452,0.08019354838709677,Akron,USW00014895,Akron,40.9167,-81.4333
61,1,37.35741935483871,23.82903225806452,0.08019354838709677,Akron,USW00014895,Akron,40.9167,-81.4333
62,2,41.77450738916257,25.363177339901487,0.10577832512315273,Akron,USW00014895,Akron,40.9167,-81.4333
63,2,41.77450738916257,25.363177339901487,0.10577832512315273,Akron,USW00014895,Akron,40.9167,-81.4333
64,3,49.435483870967744,30.49612903225807,0.10303225806451613,Akron,USW00014895,Akron,40.9167,-81.4333
65,3,49.435483870967744,30.49612903225807,0.10303225806451613,Akron,USW00014895,Akron,40.9167,-81.4333
66,4,61.279333333333334,40.21000000000001,0.11653333333333335,Akron,USW00014895,Akron,40.9167,-81.4333
67,4,61.279333333333334,40.21000000000001,0.11653333333333335,Akron,USW00014895,Akron,40.9167,-81.4333
68,5,72.24774193548387,51.66774193548388,0.11406451612903225,Akron,USW00014895,Akron,40.9167,-81.4333
69,5,72.24774193548387,51.66774193548388,0.11406451612903225,Akron,USW00014895,Akron,40.9167,-81.4333
70,6,80.85733333333334,61.11533333333333,0.14953333333333332,Akron,USW00014895,Akron,40.9167,-81.4333
71,6,80.85733333333334,61.11533333333333,0.14953333333333332,Akron,USW00014895,Akron,40.9167,-81.4333
72,7,85.61483870967741,65.65935483870969,0.11987096774193548,Akron,USW00014895,Akron,40.9167,-81.4333
73,7,85.61483870967741,65.65935483870969,0.11987096774193548,Akron,USW00014895,Akron,40.9167,-81.4333
74,8,84.07677419354839,63.55225806451613,0.08503225806451613,Akron,USW00014895,Akron,40.9167,-81.4333
75,8,84.07677419354839,63.55225806451613,0.08503225806451613,Akron,USW00014895,Akron,40.9167,-81.4333
76,9,78.58533333333331,57.77200000000001,0.1018,Akron,USW00014895,Akron,40.9167,-81.4333
77,9,78.58533333333331,57.77200000000001,0.1018,Akron,USW00014895,Akron,40.9167,-81.4333
78,10,66.17032258064516,48.247741935483866,0.12283870967741935,Akron,USW00014895,Akron,40.9167,-81.4333
79,10,66.17032258064516,48.247741935483866,0.12283870967741935,Akron,USW00014895,Akron,40.9167,-81.4333
80,11,49.18333333333334,33.694,0.09126666666666668,Akron,USW00014895,Akron,40.9167,-81.4333
81,11,49.18333333333334,33.694,0.09126666666666668,Akron,USW00014895,Akron,40.9167,-81.4333
82,12,42.12387096774194,28.160645161290326,0.08864516129032259,Akron,USW00014895,Akron,40.9167,-81.4333
83,12,42.12387096774194,28.160645161290326,0.08864516129032259,Akron,USW00014895,Akron,40.9167,-81.4333
84,1,34.049677419354836,19.03677419354839,0.08819354838709678,Albany,USW00014735,Albany,42.7431,-73.8092
85,1,34.049677419354836,19.03677419354839,0.08819354838709678,Albany,USW00014735,Albany,42.7431,-73.8092
86,2,37.933226600985215,21.65793103448276,0.0929039408866995,Albany,USW00014735,Albany,42.7431,-73.8092
87,2,37.933226600985215,21.65793103448276,0.0929039408866995,Albany,USW00014735,Albany,42.7431,-73.8092
88,3,45.15524731182796,26.831440860215057,0.08545161290322581,Albany,USW00014735,Albany,42.7431,-73.8092
89,3,45.15524731182796,26.831440860215057,0.08545161290322581,Albany,USW00014735,Albany,42.7431,-73.8092
90,4,57.496,37.43866666666667,0.12273333333333332,Albany,USW00014735,Albany,42.7431,-73.8092
91,4,57.496,37.43866666666667,0.12273333333333332,Albany,USW00014735,Albany,42.7431,-73.8092
92,5,69.64709677419353,48.60709677419354,0.09864516129032257,Albany,USW00014735,Albany,42.7431,-73.8092
93,5,69.64709677419353,48.60709677419354,0.09864516129032257,Albany,USW00014735,Albany,42.7431,-73.8092
94,6,79.56866666666666,57.594,0.11966666666666664,Albany,USW00014735,Albany,42.7431,-73.8092
95,6,79.56866666666666,57.594,0.11966666666666664,Albany,USW00014735,Albany,42.7431,-73.8092
96,7,83.6090322580645,63.66838709677419,0.1629032258064516,Albany,USW00014735,Albany,42.7431,-73.8092
97,7,83.6090322580645,63.66838709677419,0.1629032258064516,Albany,USW00014735,Albany,42.7431,-73.8092
98,8,80.9283870967742,61.37225806451613,0.1392258064516129,Albany,USW00014735,Albany,42.7431,-73.8092
99,8,80.9283870967742,61.37225806451613,0.1392258064516129,Albany,USW00014735,Albany,42.7431,-73.8092
100,9,73.87333333333333,53.53333333333333,0.12633333333333333,Albany,USW00014735,Albany,42.7431,-73.8092
101,9,73.87333333333333,53.53333333333333,0.12633333333333333,Albany,USW00014735,Albany,42.7431,-73.8092
102,10,62.79548387096774,44.32387096774194,0.15716129032258064,Albany,USW00014735,Albany,42.7431,-73.8092
103,10,62.79548387096774,44.32387096774194,0.15716129032258064,Albany,USW00014735,Albany,42.7431,-73.8092
104,11,47.12333333333334,30.01533333333334,0.10193333333333336,Albany,USW00014735,Albany,42.7431,-73.8092
105,11,47.12333333333334,30.01533333333334,0.10193333333333336,Albany,USW00014735,Albany,42.7431,-73.8092
106,12,37.852258064516136,23.4883870967742,0.10232258064516128,Albany,USW00014735,Albany,42.7431,-73.8092
107,12,37.852258064516136,23.4883870967742,0.10232258064516128,Albany,USW00014735,Albany,42.7431,-73.8092
108,1,48.883225806451605,26.88516129032259,0.013354838709677418,Albuquerque,USW00023050,Albuquerque,35.0419,-106.6156
109,2,54.34866995073892,30.33943349753695,0.016645320197044337,Albuquerque,USW00023050,Albuquerque,35.0419,-106.6156
110,3,63.80322580645161,37.852258064516114,0.009935483870967744,Albuquerque,USW00023050,Albuquerque,35.0419,-106.6156
111,4,71.82199999999997,44.24133333333334,0.01746666666666666,Albuquerque,USW00023050,Albuquerque,35.0419,-106.6156
112,5,80.65870967741935,52.641935483870974,0.007677419354838709,Albuquerque,USW00023050,Albuquerque,35.0419,-106.6156
113,6,91.18666666666664,62.94733333333333,0.0234,Albuquerque,USW00023050,Albuquerque,35.0419,-106.6156
114,7,92.40451612903227,67.56516129032258,0.05064516129032258,Albuquerque,USW00023050,Albuquerque,35.0419,-106.6156
115,8,91.09677419354836,65.6174193548387,0.02490322580645161,Albuquerque,USW00023050,Albuquerque,35.0419,-106.6156
116,9,84.25333333333333,59.34400000000001,0.03493333333333333,Albuquerque,USW00023050,Albuquerque,35.0419,-106.6156
117,10,70.56129032258062,45.241935483870975,0.018580645161290318,Albuquerque,USW00023050,Albuquerque,35.0419,-106.6156
118,11,60.198,35.77800000000001,0.014866666666666669,Albuquerque,USW00023050,Albuquerque,35.0419,-106.6156
119,12,49.65032258064515,27.074838709677426,0.007806451612903226,Albuquerque,USW00023050,Albuquerque,35.0419,-106.6156
120,1,53.71290322580646,25.325806451612912,0.026193548387096772,Amarillo,USW00023047,Amarillo,35.2333,-101.7089
121,1,53.71290322580646,25.325806451612912,0.026193548387096772,Amarillo,USW00023047,Amarillo,35.2333,-101.7089
122,2,54.97948275862071,25.185147783251228,0.011403940886699509,Amarillo,USW00023047,Amarillo,35.2333,-101.7089
123,2,54.97948275862071,25.185147783251228,0.011403940886699509,Amarillo,USW00023047,Amarillo,35.2333,-101.7089
124,3,65.97032258064516,36.19096774193548,0.0476774193548387,Amarillo,USW00023047,Amarillo,35.2333,-101.7089
125,3,65.97032258064516,36.19096774193548,0.0476774193548387,Amarillo,USW00023047,Amarillo,35.2333,-101.7089
126,4,71.61933333333334,41.207333333333345,0.02513333333333333,Amarillo,USW00023047,Amarillo,35.2333,-101.7089
127,4,71.61933333333334,41.207333333333345,0.02513333333333333,Amarillo,USW00023047,Amarillo,35.2333,-101.7089
128,5,80.77290322580643,52.34774193548387,0.07819354838709677,Amarillo,USW00023047,Amarillo,35.2333,-101.7089
129,5,80.77290322580643,52.34774193548387,0.07819354838709677,Amarillo,USW00023047,Amarillo,35.2333,-101.7089
130,6,90.80866666666668,62.41600000000001,0.06833333333333333,Amarillo,USW00023047,Amarillo,35.2333,-101.7089
131,6,90.80866666666668,62.41600000000001,0.06833333333333333,Amarillo,USW00023047,Amarillo,35.2333,-101.7089
132,7,93.82258064516131,66.18387096774192,0.08793548387096775,Amarillo,USW00023047,Amarillo,35.2333,-101.7089
133,7,93.82258064516131,66.18387096774192,0.08793548387096775,Amarillo,USW00023047,Amarillo,35.2333,-101.7089
134,8,92.50516129032258,65.31870967741935,0.10703225806451616,Amarillo,USW00023047,Amarillo,35.2333,-101.7089
135,8,92.50516129032258,65.31870967741935,0.10703225806451616,Amarillo,USW00023047,Amarillo,35.2333,-101.7089
136,9,85.39466666666667,58.45799999999999,0.043133333333333336,Amarillo,USW00023047,Amarillo,35.2333,-101.7089
137,9,85.39466666666667,58.45799999999999,0.043133333333333336,Amarillo,USW00023047,Amarillo,35.2333,-101.7089
